Feature,mz,RT,Corr_ID,Compound_Name,Adduct,formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,overallFeatureQuality,featureId
1980,343.25894501361654,5.765721,NA,NA,NA,1,C18H34N2O4,[M + H]+,C18H35N2O4+,Fatty acids,0.999,Fatty amides,0.998,N-acyl amines,0.998,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.997,Amino acids and derivatives,0.997,N-acyl-alpha amino acids,0.991,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",343.258,346,5.764,703060843828396800,703045703594212e3,NA,1980
1513,343.2952356584379,4.6357822,NA,CocamidopropylBetaine,M+H,1,C19H38N2O3,[M + H]+,C19H39N2O3+,Fatty acids,0.997,Fatty amides,0.971,N-acyl amines,0.87,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.974,Amino acids and derivatives,0.973,Alpha amino acids,0.623,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",343.296,278,4.637,703057846343740500,703045689069335300,NA,1513
336,344.1702005226237,2.9587693,NA,NA,NA,1,C16H25NO7,[M + H]+,C16H26NO7+,Alkaloids,0.519,Ornithine alkaloids,0.739,Pyrrolizidine alkaloids,0.178,Organoheterocyclic compounds,0.943,Lactones,0.681,Gamma butyrolactones,0.52,NA,NA,Gamma butyrolactones,0.52,Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,344.169,177,2.956,703051981280448e3,703045660564842200,NA,336
315,344.1914557445957,2.9118605,NA,NA,NA,1,C14H25N5O5,[M + H]+,C14H26N5O5+,Carbohydrates,0.439,Aminosugars and aminoglycosides,0.31,Aminoglycosides,0.298,Organic oxygen compounds,0.999,Organooxygen compounds,0.962,Alcohols and polyols,0.747,Primary alcohols,0.561,Primary alcohols,0.561,Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,344.191,175,2.921,703051688874538e3,703045659814061700,NA,315
76,344.2277985931145,2.3106947,29,NA,NA,1,C14H30O8,[M + H3N + H]+,C14H34NO8+,Fatty acids,0.822,Fatty acyls,0.533,Fatty alcohols,0.432,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.991,Dialkyl ethers,0.992,Polyethylene glycols,0.991,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,344.229,138,2.303,703047678767481300,703045650292990700,NA,76
1845,344.31564887699795,5.3579955,NA,NA,NA,1,C20H41NO3,[M + H]+,C20H42NO3+,Fatty acids,0.998,Spingolipids,0.999,Sphingoid bases,1,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.994,Alkanolamines,0.952,"1,2-aminoalcohols",0.961,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",344.315,321,5.353,703059896544791800,703045698976282600,NA,1845
2247,344.31569010424084,6.637263,NA,NA,NA,1,C20H41NO3,[M + H]+,C20H42NO3+,Fatty acids,0.999,Fatty amides,0.996,N-acyl ethanolamines (endocannabinoids),0.865,Lipids and lipid-like molecules,0.928,Fatty Acyls,0.93,Fatty amides,0.938,N-acyl amines,0.878,N-acyl amines,0.878,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,344.315,405,6.745,703062288925582700,703045712041541400,NA,2247
1470,345.27448993601223,4.543148,NA,NA,NA,1,C18H36N2O4,[M + H]+,C18H37N2O4+,Amino acids and Peptides,0.97,Small peptides,0.899,Dipeptides,0.489,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.984,Peptides,0.502,Peptides,0.502,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",345.275,273,4.545,703057531162753800,703045687785878100,NA,1470
2595,345.2998533785068,7.67344,NA,NA,NA,1,C20H40O4,[M + H]+,C20H41O4+,Fatty acids,0.712,Fatty acyls,0.261,Fatty alcohols,0.388,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.968,Dialkyl ethers,0.973,Polyethylene glycols,0.809,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,345.3,460,7.673,703063441906262700,703045724200830200,NA,2595
2738,345.3362014971922,8.193457,NA,NA,NA,1,C21H44O3,[M + H]+,C21H45O3+,Fatty acids,1,Glycerolipids,1,Monoacylglycerols,0.999,Lipids and lipid-like molecules,0.987,Glycerolipids,1,Diradylglycerols,0.372,Dialkylglycerols,0.635,Dialkylglycerols,0.635,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Polyols; Glycerol ethers; Monoalkylglycerols; Monoradylglycerols; Dialkylglycerols; Hydrocarbon derivatives; 1-O-alkylglycerols; Organic oxygen compounds; Chemical entities,345.337,491,8.189,703063937891118500,703045728650987400,NA,2738
2313,346.2000683713298,6.8147473,51,NA,NA,2,C16H23N7O2,[M + H]+,C16H24N7O2+,Alkaloids,0.912,Pseudoalkaloids (transamidation),0.784,Purine alkaloids,0.867,Organoheterocyclic compounds,1,Imidazopyrimidines,0.628,Purines and purine derivatives,0.696,6-aminopurines,0.572,6-aminopurines,0.572,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Oxazinanes; Purines and purine derivatives; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Azoles; Dialkyl ethers; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; 6-aminopurines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,346.2,408,6.803,703062392696869e3,703045714159665200,NA,2313
1656,346.2952450247372,4.943995,NA,NA,NA,1,C19H39NO4,[M + H]+,C19H40NO4+,Fatty acids,0.999,Fatty amides,0.989,N-acyl amines,0.851,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.993,"Amino acids, peptides, and analogues",0.881,Amino acids and derivatives,0.879,N-acyl-alpha amino acids,0.57,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",346.295,297,4.953,703058514911648300,703045693318165900,NA,1656
510,347.1856591317971,3.2647052,NA,NA,NA,3,C16H28N4OS,[M + Na]+,C16H28N4NaOS+,Alkaloids,0.265,Histidine alkaloids,0.204,Imidazole alkaloids,0.205,Organoheterocyclic compounds,0.927,Heteroaromatic compounds,0.535,NA,NA,NA,NA,Heteroaromatic compounds,0.535,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,347.186,196,3.261,703054110003026600,703045666759829900,NA,510
2277,348.24182739419695,6.7463574,NA,NA,NA,3,C18H35N3O,[M + K]+,C18H35KN3O+,Alkaloids,0.597,Guanidine alkaloids,0.212,Imidazole alkaloids,0.157,Organoheterocyclic compounds,0.756,Azacyclic compounds,0.809,NA,NA,NA,NA,Azacyclic compounds,0.809,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,348.242,402,6.692,703062247582321900,703045713010425700,NA,2277
1564,348.2741170051908,4.700412,NA,NA,NA,1,C18H37NO5,[M + H]+,C18H38NO5+,Fatty acids,0.979,Fatty amides,0.441,N-acyl amines,0.381,Lipids and lipid-like molecules,0.959,Fatty Acyls,0.955,Fatty amides,0.638,N-acyl amines,0.579,N-acyl amines,0.579,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,348.274,282,4.705,703058076787204500,703045690738668500,NA,1564
412,348.72234498578376,3.0866597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,349.1502642851791,2.949359,NA,NA,NA,5,C17H20N5O2,[M + Na]+,C17H20N5NaO2+,Alkaloids,0.871,Anthranilic acid alkaloids,0.053,Pyrroloquinoline alkaloids,0.042,Benzenoids,0.5,NA,NA,NA,NA,NA,NA,Benzenoids,0.5,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,349.15,176,2.934,703051729462819600,703045660606785300,NA,337
75,349.1833936668145,2.3105521,29,NA,NA,2,C14H30O8,[M + Na]+,C14H30NaO8+,Fatty acids,0.947,Fatty acyls,0.9,Fatty alcohols,0.875,Organic oxygen compounds,1,Organooxygen compounds,0.999,Ethers,0.901,Dialkyl ethers,0.852,Polyethylene glycols,0.733,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,349.184,138,2.299,703047678293525e3,703045650238464800,NA,75
1750,349.19994816357735,5.215653,NA,NA,NA,3,C16H24N6O3,[M + H]+,C16H25N6O3+,Alkaloids,0.376,Pseudoalkaloids (transamidation),0.357,Purine alkaloids,0.511,Organoheterocyclic compounds,0.98,Imidazopyrimidines,0.75,Purines and purine derivatives,0.807,6-aminopurines,0.646,6-aminopurines,0.646,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Organic oxoazanium compounds; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; 6-aminopurines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",349.201,314,5.227,703059322336166800,703045696195458800,NA,1750
660,349.8460094460072,3.4379632,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,350.2355055618326,5.601778,NA,NA,NA,1,C17H35NO4S,[M + H]+,C17H36NO4S+,Fatty acids,0.998,Fatty amides,0.998,N-acyl amines,0.996,Lipids and lipid-like molecules,0.989,Fatty Acyls,0.989,Fatty amides,0.987,N-acyl amines,0.987,N-acyl amines,0.987,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Sulfonyls; Organosulfonic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,350.235,335,5.588,703060501480906600,703045702063290800,NA,1932
2391,350.25802336603266,7.09976,NA,NA,NA,1,C18H31N5O2,[M + H]+,C18H32N5O2+,Amino acids and Peptides,0.612,Small peptides,0.438,Dipeptides,0.119,Organic acids and derivatives,0.894,Carboxylic acids and derivatives,0.85,"Amino acids, peptides, and analogues",0.71,Amino acids and derivatives,0.7,Amino acids and derivatives,0.7,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",350.258,426,7.101,703062685966813300,703045716797882800,NA,2391
248,351.1812976006232,2.775713,NA,NA,NA,2,C19H26O6,[M + H]+,C19H27O6+,Polyketides,0.578,Macrolides,0.4,Bisabolane sesquiterpenoids,0.23,Lipids and lipid-like molecules,0.533,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,0.533,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,351.181,166,2.77,703050710200769400,703045656936768900,NA,248
417,351.20001614773093,3.0869675,3,NA,NA,1,C16H30O8,[M + H]+,C16H31O8+,Fatty acids,0.351,Fatty acyls,0.105,Fatty alcohols,0.047,Organic oxygen compounds,1,Organooxygen compounds,1,Ethers,0.98,Dialkyl ethers,0.98,Polyethylene glycols,0.834,Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,351.2,185,3.076,703053368315827800,703045663588935700,NA,417
1174,351.2141128295348,3.820043,NA,NA,NA,3,C14H28N6O3,[M + Na]+,C14H28N6NaO3+,Carbohydrates,0.712,Nucleosides,0.651,Purine nucleosides,0.339,Organoheterocyclic compounds,0.979,Imidazopyrimidines,0.51,Purines and purine derivatives,0.546,6-aminopurines,0.524,6-aminopurines,0.524,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; 6-aminopurines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,351.214,230,3.826,703056617467138e3,703045680726863700,NA,1174
2294,351.25038316780547,6.764649,NA,NA,NA,2,C17H30N6O2,[M + H]+,C17H31N6O2+,Alkaloids,0.704,Small peptides,0.236,Tripeptides,0.044,Organoheterocyclic compounds,0.947,Azoles,0.527,NA,NA,NA,NA,Azoles,0.527,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,351.25,406,6.763,703062310136180100,703045713559879700,NA,2294
